事故ID,事故时间,城市,所在区域,道路名称,事故类型,天气情况,道路类型,照明条件,受伤人数,死亡人数,温度(℃),湿度(%),能见度(km),风速(m/s),事故等级,是否高峰,是否周末,月份,星期,来源
650,2024-09-15 17:04:44,北京市,昌平区,新东环路,侧面碰撞,晴,高速公路,白天,0,0,13.2,62.0,18.4,4.3,轻微,1,1,9,7,simulation
651,2025-12-22 08:47:58,北京市,朝阳区,环新街,刮擦,多云,城市主干道,白天,1,0,1.7,30.0,17.0,6.5,轻微,1,0,12,1,simulation
652,2025-07-24 08:35:40,北京市,朝阳区,大大街,单车事故,晴,支路,白天,1,0,26.8,38.0,10.4,0.8,一般,1,0,7,4,simulation
653,2024-04-27 09:00:07,北京市,海淀区,北环快速路,行人事故,晴,城市次干道,白天,3,0,15.7,55.0,14.1,0.4,一般,1,1,4,6,simulation
654,2023-03-25 10:33:35,北京市,丰台区,西环环路,刮擦,晴,高速公路,白天,0,0,7.0,58.0,18.5,0.8,轻微,0,1,3,6,simulation
655,2025-04-14 19:22:00,北京市,通州区,环中路,侧面碰撞,多云,城市主干道,黄昏,1,0,19.5,34.0,11.0,0.3,一般,1,0,4,1,simulation
656,2025-09-23 19:34:11,北京市,石景山区,东东路,侧面碰撞,多云,城市次干道,黄昏,1,0,28.7,35.0,19.4,12.0,轻微,1,0,9,2,simulation
657,2025-02-07 08:34:20,北京市,石景山区,新中街,刮擦,多云,城市主干道,白天,0,0,-3.8,32.0,15.0,2.4,轻微,1,0,2,5,simulation
658,2024-10-04 07:09:31,北京市,石景山区,中大路,刮擦,晴,城市次干道,白天,0,0,14.6,40.0,14.7,3.1,轻微,1,0,10,5,simulation
659,2023-01-13 08:44:24,北京市,朝阳区,东环环路,侧面碰撞,多云,城市主干道,白天,0,0,-1.1,68.0,8.3,2.3,轻微,1,0,1,5,simulation
660,2024-04-04 17:42:10,北京市,通州区,环东快速路,行人事故,小雨,匝道,白天,3,0,12.5,57.0,5.5,2.6,一般,1,0,4,4,simulation
661,2024-06-20 19:11:31,北京市,通州区,环新环路,刮擦,晴,城市主干道,黄昏,1,0,27.6,69.0,16.9,4.2,一般,1,0,6,4,simulation
662,2024-07-25 08:08:15,北京市,海淀区,北中路,刮擦,大雨,城市主干道,白天,1,0,25.5,67.0,2.8,0.3,轻微,1,0,7,4,simulation
663,2024-03-25 18:53:45,北京市,顺义区,中北高速公路,侧面碰撞,阴,支路,黄昏,1,0,22.9,64.0,18.3,0.7,一般,1,0,3,1,simulation
664,2024-08-24 08:21:27,北京市,通州区,环大大道,行人事故,晴,匝道,白天,2,0,26.7,56.0,16.3,5.6,一般,1,1,8,6,simulation
665,2024-10-23 18:58:58,北京市,大兴区,环新大道,单车事故,晴,高速公路,黄昏,0,0,18.8,63.0,18.9,10.7,轻微,1,0,10,3,simulation
666,2023-11-18 18:55:16,北京市,丰台区,环西快速路,侧面碰撞,晴,高速公路,黄昏,0,0,25.0,56.0,16.0,0.1,轻微,1,1,11,6,simulation
667,2024-11-26 16:58:33,北京市,昌平区,环南环路,侧面碰撞,多云,城市次干道,白天,0,0,25.7,36.0,8.7,2.5,轻微,0,0,11,2,simulation
668,2025-02-04 04:54:00,北京市,石景山区,西环高速公路,行人事故,阴,城市主干道,夜间有照明,1,0,-3.7,59.0,11.3,10.2,轻微,0,0,2,2,simulation
669,2023-06-02 09:44:21,北京市,西城区,东东街,行人事故,晴,高速公路,白天,1,0,31.8,47.0,19.4,0.1,一般,1,0,6,5,simulation
670,2024-08-22 17:10:53,北京市,海淀区,东大高速公路,追尾,晴,匝道,白天,3,1,30.0,41.0,8.8,0.5,严重,1,0,8,4,simulation
671,2024-12-30 11:52:22,北京市,西城区,大大大道,追尾,阴,城市次干道,白天,1,0,-5.3,38.0,12.2,0.8,一般,0,0,12,1,simulation
672,2023-01-11 10:37:04,北京市,东城区,东环快速路,单车事故,雾,高速公路,白天,0,0,-2.5,77.0,1.8,10.1,轻微,0,0,1,3,simulation
673,2025-05-14 05:52:45,北京市,大兴区,大大快速路,侧面碰撞,阴,城市次干道,夜间有照明,0,0,22.3,32.0,16.1,0.6,轻微,0,0,5,3,simulation
674,2024-06-30 09:30:16,北京市,石景山区,西环路,刮擦,晴,支路,白天,0,0,33.3,36.0,17.1,1.8,轻微,1,1,6,7,simulation
675,2024-04-25 17:42:26,北京市,丰台区,新中快速路,刮擦,多云,匝道,白天,0,0,18.5,62.0,14.3,1.8,轻微,1,0,4,4,simulation
676,2025-05-27 07:01:27,北京市,朝阳区,环中高速公路,行人事故,晴,匝道,白天,3,0,17.1,33.0,13.2,1.9,严重,1,0,5,2,simulation
677,2023-12-06 18:34:11,北京市,昌平区,环南大道,追尾,多云,匝道,黄昏,0,0,3.5,66.0,15.7,3.9,轻微,1,0,12,3,simulation
678,2024-12-21 17:24:11,北京市,东城区,新大路,侧面碰撞,晴,高速公路,白天,0,0,0.1,69.0,12.8,0.5,轻微,1,1,12,6,simulation
679,2024-12-25 17:08:46,北京市,石景山区,南东环路,多车连环,雪,匝道,白天,0,0,-6.1,89.0,0.8,0.7,轻微,1,0,12,3,simulation
680,2025-10-14 07:35:40,北京市,大兴区,环东高速公路,刮擦,晴,支路,白天,0,0,16.0,64.0,14.0,0.2,轻微,1,0,10,2,simulation
681,2025-04-26 08:34:50,北京市,西城区,大大高速公路,翻车,小雨,城市主干道,白天,0,0,18.3,31.0,4.3,0.8,轻微,1,1,4,6,simulation
682,2025-09-03 07:34:47,北京市,石景山区,新环高速公路,追尾,阴,高速公路,白天,0,0,21.3,48.0,17.1,1.8,轻微,1,0,9,3,simulation
683,2026-01-01 09:47:41,北京市,东城区,北北高速公路,追尾,多云,高速公路,白天,0,0,-2.3,61.0,16.3,1.3,轻微,1,0,1,4,simulation
684,2025-02-06 19:24:10,北京市,东城区,新西环路,追尾,阴,匝道,黄昏,2,0,4.4,45.0,16.0,7.3,严重,1,0,2,4,simulation
685,2024-06-19 19:19:47,北京市,大兴区,西环大道,追尾,多云,城市主干道,黄昏,0,0,28.8,57.0,13.2,4.5,轻微,1,0,6,3,simulation
686,2025-05-28 19:09:50,北京市,顺义区,环南大道,刮擦,小雨,城市次干道,黄昏,0,0,16.4,34.0,6.8,8.0,轻微,1,0,5,3,simulation
687,2024-04-24 17:34:59,北京市,海淀区,东北快速路,单车事故,晴,城市主干道,白天,1,0,14.7,70.0,18.1,2.7,轻微,1,0,4,3,simulation
688,2023-05-06 17:05:06,北京市,丰台区,大南大道,翻车,多云,支路,白天,0,0,20.0,33.0,14.8,1.7,轻微,1,1,5,6,simulation
689,2023-01-22 01:31:36,北京市,昌平区,南大环路,追尾,阴,支路,夜间有照明,0,0,6.7,37.0,12.0,0.7,轻微,0,1,1,7,simulation
690,2023-03-03 15:19:07,北京市,昌平区,中新高速公路,单车事故,多云,城市主干道,白天,0,0,15.5,48.0,19.3,0.1,轻微,0,0,3,5,simulation
691,2024-01-12 08:08:04,北京市,大兴区,北南街,追尾,雾,城市主干道,白天,0,0,2.8,85.0,1.8,2.0,轻微,1,0,1,5,simulation
692,2023-06-11 07:48:34,北京市,通州区,环北大道,侧面碰撞,多云,城市次干道,白天,1,0,27.8,53.0,17.0,0.6,轻微,1,1,6,7,simulation
693,2026-01-03 07:17:25,北京市,丰台区,新西高速公路,刮擦,晴,城市主干道,白天,1,0,2.8,55.0,16.4,3.5,轻微,1,1,1,6,simulation
694,2024-05-13 19:11:15,北京市,昌平区,南新高速公路,追尾,晴,支路,黄昏,1,0,20.1,51.0,12.9,0.2,轻微,1,0,5,1,simulation
695,2025-06-15 08:36:57,北京市,石景山区,环中街,侧面碰撞,多云,城市次干道,白天,0,0,25.1,62.0,18.8,1.2,轻微,1,1,6,7,simulation
696,2024-02-29 08:37:22,北京市,大兴区,中大路,追尾,阴,高速公路,白天,0,0,0.6,62.0,10.1,1.1,轻微,1,0,2,4,simulation
697,2025-08-28 19:36:10,北京市,石景山区,大大街,侧面碰撞,多云,支路,黄昏,3,0,32.9,36.0,12.9,6.0,严重,1,0,8,4,simulation
698,2025-02-08 08:19:32,北京市,东城区,大环路,行人事故,阴,高速公路,白天,0,0,-0.2,51.0,14.3,1.3,轻微,1,1,2,6,simulation
699,2025-08-25 16:52:38,北京市,西城区,中北快速路,刮擦,晴,支路,白天,0,0,26.0,37.0,19.8,4.6,轻微,0,0,8,1,simulation
700,2025-08-21 19:47:25,北京市,顺义区,东西快速路,刮擦,晴,城市次干道,黄昏,1,0,26.9,54.0,9.5,1.2,轻微,1,0,8,4,simulation
701,2024-01-17 17:27:30,北京市,海淀区,北东路,多车连环,阴,城市主干道,白天,1,0,1.4,42.0,12.8,6.9,轻微,1,0,1,3,simulation
702,2025-05-07 07:59:08,北京市,大兴区,新新街,追尾,阴,高速公路,白天,0,0,17.1,51.0,15.3,0.3,轻微,1,0,5,3,simulation
703,2024-12-19 03:40:40,北京市,石景山区,大北路,追尾,雪,匝道,夜间有照明,1,0,3.1,70.0,1.9,1.9,轻微,0,0,12,4,simulation
704,2025-06-15 07:17:30,北京市,大兴区,东东快速路,行人事故,雷阵雨,城市次干道,白天,1,0,25.1,51.0,4.9,0.1,轻微,1,1,6,7,simulation
705,2024-03-25 18:10:13,北京市,石景山区,中新大道,追尾,晴,支路,黄昏,0,0,21.0,63.0,16.8,6.1,轻微,1,0,3,1,simulation
706,2023-07-07 17:02:26,北京市,通州区,西新快速路,侧面碰撞,晴,城市次干道,白天,0,0,27.5,32.0,10.1,7.6,轻微,1,0,7,5,simulation
707,2025-10-02 02:10:16,北京市,朝阳区,南中大道,翻车,晴,城市主干道,夜间有照明,0,0,22.0,61.0,13.5,1.9,轻微,0,0,10,4,simulation
708,2025-12-01 07:49:16,北京市,石景山区,东西快速路,单车事故,晴,支路,白天,1,0,1.3,68.0,12.3,2.6,轻微,1,0,12,1,simulation
709,2023-04-30 21:49:32,北京市,通州区,东中环路,侧面碰撞,晴,支路,夜间有照明,2,0,21.2,42.0,19.6,2.1,一般,0,1,4,7,simulation
710,2025-04-07 18:31:30,北京市,顺义区,新中环路,追尾,阴,匝道,黄昏,1,0,16.4,34.0,12.1,0.8,一般,1,0,4,1,simulation
711,2025-02-12 09:40:57,北京市,通州区,新南大道,刮擦,晴,城市主干道,白天,0,0,-11.0,52.0,14.8,0.1,轻微,1,0,2,3,simulation
712,2024-11-22 19:25:55,北京市,朝阳区,环新高速公路,追尾,小雨,城市次干道,黄昏,0,0,22.4,62.0,5.3,2.1,轻微,1,0,11,5,simulation
713,2025-11-23 04:42:27,北京市,大兴区,中环大道,刮擦,阴,城市次干道,夜间无照明,1,0,20.2,61.0,12.9,0.9,一般,0,1,11,7,simulation
714,2023-04-09 07:16:38,北京市,西城区,西南环路,侧面碰撞,晴,城市主干道,白天,1,0,23.7,57.0,13.8,0.3,一般,1,1,4,7,simulation
715,2025-05-11 19:17:38,北京市,顺义区,东大街,追尾,晴,匝道,黄昏,0,0,17.6,65.0,14.9,1.6,轻微,1,1,5,7,simulation
716,2025-12-02 17:21:11,北京市,丰台区,大北街,单车事故,晴,城市主干道,白天,0,0,-4.0,53.0,11.5,2.3,轻微,1,0,12,2,simulation
717,2025-10-17 17:50:02,北京市,石景山区,东南环路,侧面碰撞,小雨,匝道,白天,2,0,22.0,65.0,4.0,0.4,严重,1,0,10,5,simulation
718,2023-05-29 12:11:38,北京市,朝阳区,大西快速路,行人事故,晴,支路,白天,3,0,20.1,37.0,19.5,4.2,严重,0,0,5,1,simulation
719,2025-09-08 07:35:09,北京市,大兴区,中南环路,追尾,阴,城市次干道,白天,1,0,25.9,36.0,14.8,5.0,一般,1,0,9,1,simulation
720,2024-12-21 09:14:55,北京市,石景山区,西西街,单车事故,阴,支路,白天,1,0,-0.2,43.0,11.7,1.3,一般,1,1,12,6,simulation
721,2023-04-01 05:37:00,北京市,丰台区,新南环路,刮擦,晴,匝道,夜间无照明,0,0,19.3,65.0,19.9,6.6,轻微,0,1,4,6,simulation
722,2023-11-19 13:31:15,北京市,朝阳区,西南环路,翻车,晴,匝道,白天,0,0,8.9,56.0,13.9,2.2,轻微,0,1,11,7,simulation
723,2025-12-23 07:17:43,北京市,大兴区,中东快速路,追尾,阴,城市次干道,白天,1,0,7.9,42.0,16.5,0.5,一般,1,0,12,2,simulation
724,2025-05-12 00:14:20,北京市,昌平区,北中路,追尾,阴,城市主干道,夜间无照明,0,0,12.3,32.0,10.0,2.9,轻微,0,0,5,1,simulation
725,2025-09-19 12:10:12,北京市,丰台区,北大街,行人事故,晴,高速公路,白天,0,0,24.8,65.0,16.5,0.1,轻微,0,0,9,5,simulation
726,2024-09-01 07:36:39,北京市,丰台区,中中街,多车连环,多云,匝道,白天,0,0,19.5,41.0,14.4,1.7,轻微,1,1,9,7,simulation
727,2024-04-23 18:09:54,北京市,海淀区,中东环路,行人事故,阴,城市次干道,黄昏,1,0,15.2,47.0,19.4,4.1,一般,1,0,4,2,simulation
728,2024-06-28 17:17:04,北京市,大兴区,北新快速路,追尾,多云,城市次干道,白天,1,0,30.1,37.0,11.7,6.4,一般,1,0,6,5,simulation
729,2024-09-03 18:20:02,北京市,昌平区,大西高速公路,多车连环,晴,高速公路,黄昏,1,0,19.4,66.0,16.7,0.6,轻微,1,0,9,2,simulation
730,2024-12-08 07:03:08,北京市,丰台区,东南高速公路,侧面碰撞,雾,城市主干道,白天,0,0,-6.0,81.0,2.1,0.4,轻微,1,1,12,7,simulation
731,2024-02-03 19:10:23,北京市,通州区,南南大道,追尾,晴,高速公路,黄昏,0,0,6.4,39.0,11.6,0.9,轻微,1,1,2,6,simulation
732,2024-09-08 17:07:41,北京市,丰台区,环大环路,侧面碰撞,多云,高速公路,白天,0,0,22.5,54.0,8.8,13.5,轻微,1,1,9,7,simulation
733,2024-05-03 12:24:16,北京市,西城区,大南快速路,追尾,晴,高速公路,白天,1,0,21.6,59.0,16.8,0.2,轻微,0,0,5,5,simulation
734,2023-04-19 05:35:12,北京市,通州区,南环高速公路,单车事故,阴,支路,夜间无照明,0,0,17.8,57.0,10.5,1.2,轻微,0,0,4,3,simulation
735,2025-12-18 18:55:05,北京市,西城区,北环路,单车事故,阴,城市主干道,黄昏,1,0,4.1,37.0,10.2,4.0,一般,1,0,12,4,simulation
736,2023-07-02 19:18:31,北京市,朝阳区,中东环路,追尾,晴,城市主干道,黄昏,0,0,32.6,39.0,12.5,3.4,轻微,1,1,7,7,simulation
737,2024-08-23 09:04:15,北京市,石景山区,东大快速路,追尾,阴,高速公路,白天,0,0,30.0,34.0,18.8,0.5,轻微,1,0,8,5,simulation
738,2023-11-21 04:24:30,北京市,大兴区,环南街,追尾,晴,高速公路,夜间有照明,3,0,19.0,64.0,15.4,0.9,严重,0,0,11,2,simulation
739,2023-06-11 15:03:06,北京市,东城区,环北高速公路,侧面碰撞,多云,高速公路,白天,1,0,27.2,41.0,10.9,3.3,轻微,0,1,6,7,simulation
740,2025-01-21 09:14:19,北京市,西城区,东新路,单车事故,雾,城市次干道,白天,4,0,-0.5,89.0,2.8,14.0,严重,1,0,1,2,simulation
741,2025-10-01 18:52:42,北京市,海淀区,环中路,追尾,多云,城市次干道,黄昏,0,0,18.7,63.0,9.9,1.7,轻微,1,0,10,3,simulation
742,2025-08-04 07:39:50,北京市,东城区,环大高速公路,翻车,多云,匝道,白天,0,0,25.2,69.0,16.3,2.1,轻微,1,0,8,1,simulation
743,2025-04-07 07:16:35,北京市,朝阳区,东大路,侧面碰撞,阴,高速公路,白天,0,0,20.8,65.0,17.3,0.4,轻微,1,0,4,1,simulation
744,2024-11-24 19:56:13,北京市,海淀区,大西高速公路,单车事故,晴,匝道,黄昏,0,0,23.7,53.0,13.5,0.9,轻微,1,1,11,7,simulation
745,2024-06-01 18:07:10,北京市,西城区,中中环路,侧面碰撞,阴,匝道,黄昏,1,0,30.2,31.0,10.1,3.9,轻微,1,1,6,6,simulation
746,2025-03-07 08:57:53,北京市,丰台区,西南快速路,刮擦,多云,城市主干道,白天,1,0,28.0,30.0,10.8,0.4,轻微,1,0,3,5,simulation
747,2023-12-15 08:19:12,北京市,顺义区,北西大道,侧面碰撞,雪,匝道,白天,1,0,3.6,84.0,1.9,3.5,轻微,1,0,12,5,simulation
748,2025-05-18 17:13:00,北京市,通州区,北环快速路,行人事故,多云,支路,白天,0,0,17.4,35.0,13.6,1.8,轻微,1,1,5,7,simulation
749,2025-08-10 18:35:17,北京市,石景山区,北环路,追尾,晴,高速公路,黄昏,0,0,35.0,44.0,18.0,1.3,轻微,1,1,8,7,simulation
750,2023-05-10 03:20:07,北京市,丰台区,东新街,刮擦,阴,支路,夜间无照明,1,0,13.3,47.0,16.7,1.8,一般,0,0,5,3,simulation
751,2024-01-06 19:28:11,北京市,石景山区,中南街,多车连环,晴,匝道,黄昏,2,0,6.0,42.0,15.5,5.6,一般,1,1,1,6,simulation
752,2025-11-21 13:54:34,北京市,通州区,南南高速公路,侧面碰撞,晴,匝道,白天,0,0,9.9,44.0,16.3,0.4,轻微,0,0,11,5,simulation
753,2025-08-03 10:41:37,北京市,大兴区,西环快速路,追尾,多云,城市主干道,白天,1,0,27.8,59.0,16.8,5.1,一般,0,1,8,7,simulation
754,2025-09-14 07:12:27,北京市,朝阳区,东北快速路,侧面碰撞,晴,高速公路,白天,0,0,11.0,31.0,10.1,0.7,轻微,1,1,9,7,simulation
755,2023-08-30 17:09:52,北京市,东城区,大新高速公路,行人事故,阴,城市主干道,白天,0,0,24.6,70.0,18.5,5.9,轻微,1,0,8,3,simulation
756,2024-03-30 02:55:42,北京市,东城区,北东街,侧面碰撞,晴,高速公路,夜间有照明,0,0,27.7,55.0,17.7,3.5,轻微,0,1,3,6,simulation
757,2025-12-20 17:05:36,北京市,西城区,大西大道,侧面碰撞,多云,匝道,白天,3,0,-7.3,67.0,17.5,1.6,严重,1,1,12,6,simulation
758,2023-09-07 15:43:44,北京市,朝阳区,中大大道,刮擦,小雨,城市次干道,白天,0,0,19.7,31.0,7.0,2.1,轻微,0,0,9,4,simulation
759,2024-04-07 17:05:28,北京市,丰台区,东中环路,多车连环,多云,城市次干道,白天,1,0,20.2,43.0,9.6,2.4,一般,1,1,4,7,simulation
760,2023-09-02 08:15:04,北京市,东城区,环东环路,刮擦,阴,高速公路,白天,1,0,22.3,64.0,17.1,2.1,一般,1,1,9,6,simulation
761,2023-10-25 08:42:43,北京市,东城区,西东高速公路,追尾,晴,匝道,白天,0,0,32.4,49.0,10.7,0.8,轻微,1,0,10,3,simulation
762,2024-05-15 09:48:54,北京市,石景山区,南环街,追尾,多云,支路,白天,0,0,14.4,67.0,10.2,2.8,轻微,1,0,5,3,simulation
763,2024-02-23 19:33:10,北京市,丰台区,中南街,追尾,多云,高速公路,黄昏,0,0,2.9,64.0,12.4,0.1,轻微,1,0,2,5,simulation
764,2023-03-01 09:40:31,北京市,海淀区,中大高速公路,侧面碰撞,晴,匝道,白天,1,0,19.5,50.0,19.5,0.6,一般,1,0,3,3,simulation
765,2023-09-02 19:01:20,北京市,西城区,东东高速公路,侧面碰撞,小雨,城市次干道,黄昏,1,0,13.8,33.0,5.1,3.2,一般,1,1,9,6,simulation
766,2025-10-16 07:06:00,北京市,东城区,环新快速路,行人事故,晴,支路,白天,0,0,18.2,37.0,14.7,1.9,轻微,1,0,10,4,simulation
767,2023-02-09 19:42:16,北京市,海淀区,中西环路,翻车,多云,城市主干道,黄昏,2,0,-2.6,45.0,12.0,1.9,一般,1,0,2,4,simulation
768,2024-12-20 11:05:30,北京市,石景山区,西南环路,追尾,晴,匝道,白天,0,0,-3.8,31.0,17.1,2.8,轻微,0,0,12,5,simulation
769,2023-04-29 07:44:15,北京市,顺义区,新北高速公路,多车连环,阴,支路,白天,3,0,13.7,43.0,15.4,0.6,一般,1,1,4,6,simulation
770,2024-02-24 18:13:45,北京市,通州区,中北快速路,行人事故,晴,城市次干道,黄昏,0,0,2.9,40.0,16.4,1.3,轻微,1,1,2,6,simulation
771,2025-09-25 03:47:39,北京市,东城区,新西快速路,刮擦,小雨,支路,夜间无照明,0,0,19.7,68.0,5.0,0.5,轻微,0,0,9,4,simulation
772,2025-03-21 09:45:40,北京市,大兴区,环南环路,单车事故,阴,匝道,白天,0,0,19.1,62.0,15.9,10.1,轻微,1,0,3,5,simulation
773,2023-05-31 09:11:59,北京市,东城区,西西路,刮擦,多云,城市次干道,白天,0,0,13.3,55.0,19.7,1.3,轻微,1,0,5,3,simulation
774,2023-03-24 08:12:31,北京市,朝阳区,新西快速路,刮擦,晴,城市次干道,白天,0,0,19.3,68.0,13.6,0.6,轻微,1,0,3,5,simulation
775,2025-05-09 07:33:51,北京市,昌平区,东新高速公路,追尾,晴,城市次干道,白天,0,0,18.1,66.0,14.2,1.9,轻微,1,0,5,5,simulation
776,2024-12-13 07:47:33,北京市,朝阳区,西北路,刮擦,阴,支路,白天,0,0,-2.3,47.0,8.8,3.3,轻微,1,0,12,5,simulation
777,2023-05-15 13:05:04,北京市,大兴区,南环街,行人事故,晴,高速公路,白天,0,0,16.9,35.0,9.5,0.3,轻微,0,0,5,1,simulation
778,2025-07-04 08:05:29,北京市,昌平区,南环路,单车事故,多云,城市主干道,白天,1,1,27.8,57.0,13.3,0.6,严重,1,0,7,5,simulation
779,2024-09-10 08:00:01,北京市,石景山区,大新高速公路,行人事故,多云,城市主干道,白天,1,0,17.6,38.0,18.3,0.6,一般,1,0,9,2,simulation
780,2025-02-04 17:48:55,北京市,丰台区,东北环路,单车事故,多云,匝道,白天,1,0,7.7,46.0,14.1,0.4,一般,1,0,2,2,simulation
781,2023-05-22 19:49:32,北京市,丰台区,新新路,行人事故,晴,城市次干道,黄昏,1,0,22.2,49.0,19.9,7.7,轻微,1,0,5,1,simulation
782,2025-10-10 21:44:32,北京市,西城区,新环街,追尾,晴,高速公路,夜间无照明,0,0,32.9,53.0,17.3,0.8,轻微,0,0,10,5,simulation
783,2025-06-03 18:58:08,北京市,昌平区,南东高速公路,单车事故,多云,城市主干道,黄昏,0,0,27.2,35.0,8.7,3.6,轻微,1,0,6,2,simulation
784,2023-04-14 07:31:12,北京市,西城区,环西环路,单车事故,多云,匝道,白天,0,0,14.8,61.0,17.9,3.0,轻微,1,0,4,5,simulation
785,2023-10-06 00:28:18,北京市,石景山区,大南街,多车连环,小雨,支路,夜间有照明,0,0,20.7,67.0,7.7,1.1,轻微,0,0,10,5,simulation
786,2024-08-19 09:16:10,北京市,石景山区,新大路,侧面碰撞,晴,城市主干道,白天,0,0,29.9,38.0,15.8,0.4,轻微,1,0,8,1,simulation
787,2023-03-22 12:16:12,北京市,朝阳区,北南大道,侧面碰撞,晴,城市主干道,白天,0,0,20.3,62.0,11.7,6.1,轻微,0,0,3,3,simulation
788,2023-08-28 08:50:58,北京市,丰台区,西新街,侧面碰撞,大雨,城市次干道,白天,2,0,26.5,36.0,2.2,4.7,严重,1,0,8,1,simulation
789,2024-02-08 08:34:45,北京市,石景山区,大环路,追尾,雾,匝道,白天,0,0,1.0,85.0,2.9,4.2,轻微,1,0,2,4,simulation
790,2024-01-05 07:11:50,北京市,石景山区,大北快速路,翻车,晴,城市主干道,白天,0,0,-10.8,53.0,18.9,2.2,轻微,1,0,1,5,simulation
791,2024-09-06 18:45:30,北京市,丰台区,新新路,刮擦,阴,匝道,黄昏,0,0,12.1,67.0,12.9,2.9,轻微,1,0,9,5,simulation
792,2025-12-06 19:30:57,北京市,朝阳区,西新街,追尾,多云,城市次干道,黄昏,0,0,3.0,61.0,12.1,9.9,轻微,1,1,12,6,simulation
793,2023-03-07 08:48:50,北京市,西城区,中东环路,刮擦,小雨,城市次干道,白天,0,0,22.8,34.0,4.5,1.8,轻微,1,0,3,2,simulation
794,2025-08-19 09:15:01,北京市,丰台区,环环高速公路,追尾,多云,高速公路,白天,1,0,30.4,38.0,13.8,5.2,轻微,1,0,8,2,simulation
