事故ID,事故时间,所在区域,道路类型,事故类型,天气情况,受伤人数,死亡人数,温度(℃),湿度(%),能见度(km),风速(m/s),事故等级
2905,2023-05-09 20:28:50.747282728,朝阳区,支路,刮擦,晴天,0,0,8.8,29,12.0,10.2,一般
2906,2025-10-06 07:42:49.991207128,石景山区,支路,刮擦,雪天,4,0,28.1,35,0.6,1.8,轻微
2907,2024-02-13 15:41:32.223430344,丰台区,支路,侧碰,雾天,2,0,1.2,24,11.5,12.2,轻微
2908,2022-07-02 07:04:22.880496040,石景山区,高速公路,刮擦,雪天,0,1,22.1,34,16.2,7.7,轻微
2909,2025-08-24 01:33:00.252233208,朝阳区,高速公路,刮擦,雾天,1,1,33.2,50,13.5,6.3,轻微
2910,2022-04-06 18:44:43.402548248,东城区,城市次干道,刮擦,雨天,2,1,21.6,82,6.4,11.1,轻微
2911,2021-06-16 04:43:06.192827278,石景山区,支路,侧碰,雨天,4,1,5.3,66,12.0,13.8,轻微
2912,2025-02-11 23:02:47.830991096,海淀区,支路,刮擦,雨天,2,0,29.9,20,3.2,14.5,轻微
2913,2022-04-20 02:31:02.520460040,海淀区,城市次干道,刮擦,晴天,0,0,17.2,33,17.9,9.8,一般
2914,2022-10-30 22:32:33.249532944,东城区,城市次干道,追尾,雪天,0,1,16.3,47,13.9,14.9,轻微
2915,2024-07-30 04:56:03.870595048,西城区,城市次干道,侧碰,晴天,0,0,36.3,66,17.7,13.4,轻微
2916,2022-09-21 03:36:25.472755272,丰台区,高速公路,多车连环,雪天,2,0,-6.2,90,13.8,15.7,轻微
2917,2021-10-20 07:36:03.870595052,西城区,支路,刮擦,晴天,2,0,32.5,38,15.3,12.0,轻微
2918,2025-10-20 17:46:06.570865080,朝阳区,城市次干道,多车连环,雾天,2,1,-7.0,66,4.3,15.1,轻微
2919,2025-06-30 11:47:56.741882184,朝阳区,城市主干道,多车连环,雪天,2,1,12.3,47,18.6,5.4,轻微
2920,2022-11-01 09:35:09.865194512,海淀区,城市主干道,追尾,阴天,3,0,-7.9,22,14.2,1.5,轻微
2921,2023-11-01 23:36:12.511459144,石景山区,城市次干道,多车连环,雾天,2,1,24.4,91,7.6,6.9,一般
2922,2025-08-05 10:44:43.402548248,海淀区,城市次干道,多车连环,雾天,1,0,25.2,50,18.0,8.9,轻微
2923,2025-03-30 03:17:50.801288120,西城区,支路,侧碰,晴天,1,1,35.7,48,19.1,12.4,一般
2924,2025-05-12 09:27:40.540262024,石景山区,高速公路,多车连环,雨天,1,1,30.8,88,16.6,10.5,轻微
2925,2021-08-26 13:28:10.783286324,海淀区,城市主干道,追尾,雾天,4,0,22.7,55,19.8,7.1,轻微
2926,2022-03-26 11:09:29.631171112,朝阳区,城市主干道,单车事故,雨天,1,1,14.1,58,10.8,15.2,轻微
2927,2022-04-10 23:29:43.672575248,东城区,高速公路,单车事故,晴天,3,0,6.2,28,5.8,9.4,一般
2928,2021-01-28 15:57:57.281936188,丰台区,城市次干道,侧碰,雨天,1,1,29.2,66,7.4,16.1,轻微
2929,2024-02-17 16:03:42.916499640,朝阳区,支路,单车事故,晴天,3,0,9.6,58,19.9,15.7,一般
2930,2022-05-27 21:16:04.950703064,石景山区,高速公路,多车连环,雨天,3,1,10.7,64,8.9,13.1,轻微
2931,2023-08-06 22:08:04.302638264,朝阳区,支路,单车事故,雨天,1,0,31.8,29,15.6,6.4,轻微
2932,2025-10-11 23:30:26.876895672,西城区,城市主干道,单车事故,雾天,2,0,2.2,39,17.7,13.3,轻微
2933,2024-01-28 14:12:49.451153112,东城区,支路,单车事故,晴天,2,1,1.5,37,13.2,1.4,一般
2934,2022-10-29 02:44:17.479955992,丰台区,高速公路,单车事故,雾天,2,0,-5.8,42,1.6,1.8,一般
2935,2023-05-09 11:43:11.593367336,朝阳区,支路,刮擦,晴天,2,1,35.0,36,18.5,15.5,轻微
2936,2023-08-18 05:43:18.074015400,西城区,城市次干道,追尾,雾天,1,1,15.1,52,3.4,4.9,轻微
2937,2023-04-13 22:27:30.819289920,西城区,城市主干道,侧碰,晴天,0,0,-0.1,53,8.7,5.7,轻微
2938,2023-03-27 09:56:11.431351128,石景山区,城市主干道,刮擦,雪天,2,1,18.3,82,3.4,12.9,轻微
2939,2024-09-02 21:13:03.492557256,石景山区,支路,侧碰,雾天,2,1,35.4,84,0.8,5.6,一般
2940,2023-06-17 13:08:01.062314232,海淀区,高速公路,追尾,阴天,3,0,-1.4,36,18.6,6.4,轻微
2941,2024-11-10 21:01:23.582566248,朝阳区,高速公路,侧碰,阴天,1,0,16.6,67,11.4,10.3,轻微
2942,2024-06-04 17:16:52.475455544,朝阳区,支路,单车事故,雪天,0,1,-2.4,86,17.1,15.3,轻微
2943,2021-05-12 21:11:45.724780472,丰台区,城市主干道,侧碰,晴天,1,1,23.2,83,9.6,1.5,轻微
2944,2021-08-24 17:39:55.013709364,东城区,支路,单车事故,晴天,2,0,19.7,82,0.7,0.5,轻微
2945,2022-09-16 00:57:17.317939792,朝阳区,城市主干道,多车连环,雾天,4,1,39.1,70,1.1,18.0,轻微
2946,2021-12-23 13:30:54.959703964,西城区,城市次干道,多车连环,阴天,0,0,21.7,68,6.2,1.2,轻微
2947,2023-09-02 00:32:13.807588760,西城区,高速公路,单车事故,阴天,2,0,25.6,93,3.1,1.5,轻微
2948,2023-04-22 16:43:10.513259320,朝阳区,高速公路,多车连环,晴天,0,0,30.9,30,9.4,3.4,轻微
2949,2025-11-12 17:42:13.267534744,海淀区,城市次干道,侧碰,阴天,1,0,24.1,23,0.1,18.7,一般
2950,2025-11-21 11:57:52.961504152,东城区,高速公路,单车事故,晴天,2,1,17.6,51,18.5,7.5,轻微
2951,2023-05-04 22:12:32.169424936,东城区,城市次干道,多车连环,雾天,2,1,9.1,93,16.2,11.5,一般
2952,2025-02-03 00:24:18.560064008,西城区,支路,侧碰,雪天,3,0,27.5,26,2.2,9.0,轻微
2953,2021-05-06 11:52:50.531261120,石景山区,高速公路,侧碰,雪天,1,1,27.0,84,9.1,14.8,一般
2954,2023-01-04 02:21:32.223430336,朝阳区,城市主干道,侧碰,阴天,3,1,-2.7,25,3.7,2.0,轻微
2955,2023-12-14 07:51:54.365644552,海淀区,城市主干道,单车事故,雪天,3,1,-1.4,84,2.0,20.0,严重
2956,2025-11-09 23:59:49.613169304,西城区,高速公路,单车事故,雪天,0,0,17.6,85,2.1,5.9,轻微
2957,2021-03-11 19:50:49.559163911,丰台区,支路,单车事故,雨天,2,1,-6.4,22,9.3,15.9,一般
2958,2024-11-11 10:09:52.313439336,东城区,城市主干道,侧碰,阴天,3,0,19.9,59,16.3,1.2,轻微
2959,2021-06-26 18:47:01.656373632,朝阳区,支路,追尾,雾天,2,1,37.9,20,16.5,14.8,轻微
2960,2022-10-27 15:41:40.864294424,东城区,高速公路,单车事故,雾天,0,0,8.6,89,13.7,15.9,一般
2961,2023-10-03 14:21:10.621270120,丰台区,高速公路,追尾,阴天,0,1,30.5,32,15.6,8.8,一般
2962,2021-02-26 20:50:09.595167511,东城区,城市主干道,单车事故,雪天,4,0,-1.0,33,19.6,0.5,轻微
2963,2022-03-26 02:23:50.477255720,丰台区,支路,侧碰,雨天,1,1,28.9,68,13.0,14.2,轻微
2964,2024-10-14 11:57:27.038911880,丰台区,高速公路,刮擦,雨天,3,1,-3.9,65,12.5,8.7,一般
2965,2022-09-23 12:33:09.973205312,海淀区,城市主干道,单车事故,雪天,3,1,15.7,92,15.3,7.1,轻微
2966,2023-07-24 23:07:24.338641864,东城区,高速公路,多车连环,雪天,3,0,3.5,43,9.4,7.7,轻微
2967,2023-04-26 21:28:10.783286328,丰台区,城市次干道,多车连环,雨天,4,0,18.8,85,1.8,19.4,轻微
2968,2023-01-05 13:24:08.839091904,西城区,城市次干道,单车事故,晴天,2,1,20.0,29,0.4,17.1,轻微
2969,2023-12-26 22:06:55.175725560,丰台区,城市次干道,侧碰,雪天,4,1,-7.5,49,16.0,8.4,轻微
2970,2025-01-04 23:54:55.823790376,石景山区,支路,多车连环,雪天,2,0,25.3,67,12.5,11.3,轻微
2971,2022-08-20 22:33:07.812989296,丰台区,城市次干道,追尾,阴天,1,1,3.0,68,15.5,8.7,轻微
2972,2022-11-25 07:25:24.446652656,海淀区,支路,多车连环,晴天,3,1,29.4,91,0.1,6.7,轻微
2973,2025-08-05 19:30:22.556463640,西城区,城市次干道,多车连环,雨天,4,1,32.5,76,4.1,6.6,严重
2974,2023-12-26 04:35:36.867894776,西城区,城市主干道,多车连环,阴天,4,1,4.6,21,16.0,11.4,轻微
2975,2024-02-05 14:57:10.837291720,东城区,支路,追尾,晴天,0,1,-9.0,51,1.2,11.4,轻微
2976,2024-09-23 12:12:25.688776872,朝阳区,高速公路,多车连环,阴天,4,0,33.8,47,13.1,0.8,轻微
2977,2023-01-29 06:51:33.843592352,朝阳区,高速公路,刮擦,雨天,0,0,13.6,40,7.7,4.1,轻微
2978,2025-01-29 19:39:18.290037000,西城区,支路,追尾,雾天,3,0,12.2,50,5.8,3.3,轻微
2979,2023-03-23 00:48:21.584366432,朝阳区,城市次干道,刮擦,雨天,4,1,4.9,23,8.6,1.0,轻微
2980,2022-07-22 17:40:55.499757968,西城区,城市主干道,单车事故,晴天,4,1,18.2,22,13.0,16.0,轻微
2981,2024-06-08 08:53:24.014609448,东城区,城市主干道,追尾,雨天,0,0,-8.3,87,13.0,18.4,一般
2982,2022-01-19 09:26:22.772485244,丰台区,城市次干道,侧碰,阴天,4,1,21.9,81,10.0,6.0,一般
2983,2022-04-15 04:14:43.942602256,石景山区,高速公路,侧碰,雾天,1,1,28.7,56,16.6,9.0,轻微
2984,2021-05-19 10:53:30.495257520,西城区,城市主干道,多车连环,雪天,3,0,1.2,57,10.0,10.9,一般
2985,2022-05-25 21:04:59.604168408,石景山区,城市次干道,单车事故,雾天,4,1,38.6,79,14.8,5.8,轻微
2986,2024-04-23 17:46:49.775185512,朝阳区,城市主干道,多车连环,雪天,1,1,-6.4,56,11.4,16.8,一般
2987,2023-08-23 08:22:26.228830872,丰台区,支路,单车事故,雪天,3,0,5.7,81,3.5,2.4,轻微
2988,2023-05-30 20:13:52.097417736,石景山区,城市主干道,刮擦,阴天,0,0,-3.6,64,1.1,13.5,轻微
2989,2022-02-19 01:21:11.701378132,西城区,城市次干道,追尾,雾天,1,0,-9.3,66,17.0,18.6,轻微
2990,2025-09-16 05:51:56.525860568,东城区,支路,刮擦,阴天,4,0,15.7,20,12.3,8.4,轻微
2991,2022-04-06 09:59:04.248632856,海淀区,城市主干道,侧碰,阴天,0,1,24.6,54,3.2,3.4,一般
2992,2025-12-04 19:44:12.079415928,丰台区,城市次干道,追尾,雪天,4,0,39.9,73,4.4,4.4,一般
2993,2024-05-06 21:10:19.316139608,海淀区,高速公路,多车连环,雪天,4,1,13.1,81,10.4,2.1,轻微
2994,2023-05-06 04:52:19.208128808,丰台区,城市主干道,追尾,雨天,3,1,-7.8,63,0.6,10.4,严重
2995,2021-01-20 06:27:56.741882182,西城区,支路,追尾,雨天,3,1,-6.0,29,5.8,0.5,一般
2996,2023-10-03 09:58:21.044312424,石景山区,高速公路,单车事故,阴天,0,0,5.9,31,8.5,2.5,一般
2997,2021-10-07 17:21:03.060514044,丰台区,城市次干道,侧碰,雪天,2,1,10.6,85,13.2,19.3,严重
2998,2024-01-14 17:18:01.602368232,西城区,支路,单车事故,雾天,1,1,-0.8,83,0.9,2.4,轻微
2999,2021-10-16 11:36:42.754483444,朝阳区,城市主干道,侧碰,雨天,1,1,34.8,72,9.6,1.3,轻微
3000,2025-11-15 02:38:57.767984792,丰台区,城市次干道,侧碰,雪天,0,0,5.8,73,19.0,16.3,轻微
3001,2023-02-16 21:39:50.693277320,东城区,城市主干道,追尾,雾天,4,0,15.8,47,14.6,1.2,轻微
3002,2024-05-09 14:52:42.970505048,西城区,高速公路,侧碰,晴天,0,1,22.2,74,2.4,16.4,轻微
3003,2024-02-26 23:27:51.341342136,海淀区,城市次干道,侧碰,雾天,4,1,2.1,88,6.2,7.4,一般
3004,2021-06-12 08:43:45.076715666,朝阳区,城市次干道,刮擦,晴天,3,1,-5.9,21,9.5,9.2,轻微
3005,2021-02-01 20:42:57.551963191,东城区,支路,单车事故,雨天,3,0,32.8,20,6.8,4.0,轻微
3006,2022-08-07 06:01:09.541162112,海淀区,城市主干道,单车事故,雾天,4,1,2.6,70,20.0,12.1,轻微
3007,2023-06-06 01:09:57.713979400,丰台区,城市次干道,多车连环,阴天,4,1,15.0,48,17.6,17.9,轻微
3008,2021-04-01 10:50:11.755383533,西城区,城市主干道,刮擦,雨天,3,0,0.3,28,18.2,15.9,轻微
3009,2021-09-15 15:19:04.248632856,东城区,城市次干道,侧碰,雨天,0,0,21.9,26,11.6,9.8,轻微
3010,2022-11-24 05:08:26.984906488,东城区,高速公路,侧碰,雪天,0,0,-3.5,33,8.0,16.6,轻微
3011,2025-06-02 00:27:02.736481640,石景山区,支路,刮擦,阴天,3,1,17.9,37,4.4,18.1,一般
3012,2022-06-21 17:00:27.416949688,海淀区,城市主干道,多车连环,雾天,4,0,-7.5,21,17.4,3.1,轻微
3013,2022-04-08 01:24:30.441252120,海淀区,支路,多车连环,雾天,1,0,31.7,57,16.8,18.4,轻微
3014,2025-08-06 04:16:01.710379032,东城区,城市次干道,侧碰,晴天,1,1,10.8,35,11.9,3.6,轻微
3015,2025-07-08 12:32:18.128020792,海淀区,支路,追尾,雪天,3,0,8.8,60,8.3,6.0,一般
3016,2022-10-21 23:54:03.978605856,丰台区,城市主干道,单车事故,雾天,0,0,-7.5,60,19.5,4.7,轻微
3017,2023-04-02 23:37:56.201828176,东城区,支路,多车连环,雨天,3,0,19.2,25,10.8,12.2,轻微
3018,2022-05-15 11:23:53.717579752,丰台区,支路,侧碰,晴天,1,0,20.9,92,16.7,0.5,一般
3019,2025-09-29 00:29:46.912899288,西城区,支路,侧碰,晴天,0,1,13.8,92,4.4,10.5,严重
3020,2021-09-12 12:51:01.440352028,朝阳区,高速公路,刮擦,阴天,3,1,34.4,91,13.7,5.6,一般
3021,2023-11-03 10:38:49.127120712,石景山区,支路,追尾,雪天,2,0,22.9,87,10.2,18.1,一般
3022,2021-08-17 10:26:51.935401536,海淀区,支路,多车连环,雨天,2,0,-1.8,91,4.3,1.5,轻微
3023,2022-12-11 08:54:07.218929888,朝阳区,支路,多车连环,雾天,0,1,39.5,86,10.3,15.5,一般
3024,2022-01-16 20:06:48.695077504,石景山区,城市主干道,刮擦,雨天,4,1,21.1,60,8.5,12.4,轻微
3025,2021-03-05 06:09:04.788686863,朝阳区,高速公路,追尾,雨天,3,0,2.8,86,5.5,18.2,轻微
3026,2023-12-30 09:20:37.137921784,海淀区,高速公路,多车连环,雾天,4,0,36.4,45,6.7,19.2,轻微
3027,2022-07-17 15:01:47.344942488,东城区,城市主干道,追尾,雾天,4,0,-6.9,32,7.8,18.0,轻微
3028,2024-02-07 19:31:05.760784072,东城区,城市主干道,侧碰,雨天,3,1,-5.3,75,13.6,14.6,轻微
3029,2021-08-11 14:16:25.472755268,朝阳区,高速公路,刮擦,雪天,3,1,4.9,23,1.7,17.5,轻微
3030,2023-01-22 08:24:09.919199912,朝阳区,高速公路,侧碰,雨天,2,1,9.0,76,15.2,17.0,一般
3031,2025-05-24 01:48:33.465554552,西城区,高速公路,单车事故,雨天,4,1,11.7,80,1.9,6.5,一般
3032,2024-12-12 23:58:49.127120712,朝阳区,高速公路,单车事故,雪天,1,1,-7.4,83,3.7,10.9,轻微
3033,2025-08-20 23:04:57.443952376,东城区,城市次干道,单车事故,晴天,0,1,28.6,59,8.4,17.5,一般
3034,2024-10-24 12:52:53.771585160,石景山区,支路,多车连环,雨天,1,1,27.5,47,19.9,3.1,轻微
3035,2024-02-02 08:06:18.452053192,东城区,高速公路,刮擦,雾天,2,0,7.0,49,16.6,2.1,轻微
3036,2022-03-12 05:29:02.628470840,石景山区,城市次干道,刮擦,阴天,2,0,34.7,74,11.2,5.1,轻微
3037,2021-11-02 19:45:12.565464540,西城区,高速公路,侧碰,晴天,0,0,25.7,74,15.5,19.1,轻微
3038,2023-05-27 09:00:10.135221512,朝阳区,高速公路,多车连环,雨天,4,0,38.9,51,12.6,16.9,轻微
3039,2024-05-30 23:23:23.474555448,东城区,城市次干道,侧碰,晴天,1,1,29.5,37,16.9,4.0,轻微
3040,2025-04-22 16:22:26.228830872,朝阳区,城市主干道,侧碰,雨天,3,1,11.9,32,18.6,0.7,轻微
3041,2025-12-22 08:15:31.467354744,朝阳区,城市次干道,刮擦,雾天,0,0,-9.8,84,17.9,10.1,轻微
3042,2023-05-25 04:26:15.211729160,丰台区,城市主干道,多车连环,晴天,3,0,34.3,36,11.4,8.5,一般
3043,2023-11-30 19:42:45.670775064,东城区,城市主干道,侧碰,雾天,0,1,18.9,55,0.1,6.9,一般
3044,2024-09-06 04:03:55.877795768,丰台区,城市主干道,侧碰,雾天,4,0,36.2,64,6.8,11.9,严重
3045,2023-02-16 08:31:21.962404232,朝阳区,城市次干道,追尾,雨天,0,0,37.4,54,19.3,3.5,轻微
3046,2025-05-30 11:07:28.659073896,海淀区,城市主干道,侧碰,雪天,1,0,36.8,66,1.6,8.7,轻微
3047,2022-07-21 02:15:29.307138712,东城区,城市主干道,单车事故,阴天,3,1,1.5,42,1.9,8.4,轻微
3048,2023-05-18 23:30:09.595167512,朝阳区,支路,多车连环,雾天,1,1,38.5,29,12.6,11.4,轻微
3049,2024-04-27 13:46:10.891297128,东城区,城市主干道,多车连环,晴天,2,1,21.7,25,19.4,5.1,一般
3050,2024-09-19 07:27:25.418749864,丰台区,城市次干道,刮擦,雾天,1,1,39.0,71,2.4,3.8,轻微
3051,2024-11-20 08:48:21.584366424,东城区,高速公路,多车连环,雾天,2,1,23.7,53,16.2,13.0,一般
3052,2024-05-21 02:50:46.318839880,石景山区,城市主干道,单车事故,晴天,0,0,-0.7,44,5.0,11.1,轻微
3053,2024-09-22 14:18:17.803988392,西城区,城市主干道,多车连环,雨天,4,0,36.6,42,8.7,14.2,轻微
3054,2022-01-15 04:41:22.502458240,东城区,支路,刮擦,晴天,2,1,7.5,68,7.1,18.7,轻微
3055,2022-05-16 09:18:01.602368232,海淀区,高速公路,单车事故,晴天,0,0,18.7,78,11.4,8.3,一般
3056,2024-10-14 16:20:16.615869576,海淀区,支路,单车事故,晴天,4,0,35.1,79,7.3,4.3,轻微
3057,2022-05-28 01:38:54.527660760,朝阳区,城市主干道,侧碰,雪天,1,0,22.7,84,0.2,2.9,轻微
3058,2022-01-26 07:53:46.696877684,海淀区,支路,追尾,雾天,3,1,36.4,38,15.6,1.5,轻微
3059,2025-02-01 22:07:21.098317832,海淀区,高速公路,刮擦,雪天,0,1,15.9,79,13.9,3.8,轻微
3060,2021-05-20 08:47:38.380046000,东城区,高速公路,追尾,雾天,1,1,38.3,46,16.3,17.7,轻微
3061,2024-06-19 03:20:09.055113512,石景山区,城市主干道,侧碰,雨天,4,1,24.2,61,0.4,7.2,轻微
3062,2022-10-03 13:28:36.705878584,海淀区,城市主干道,多车连环,雾天,4,1,23.2,88,19.4,4.6,轻微
3063,2025-02-24 04:32:09.487156712,西城区,支路,多车连环,阴天,0,0,2.2,65,18.2,18.8,一般
3064,2021-05-11 05:46:19.532161210,海淀区,支路,追尾,阴天,4,1,13.1,61,11.5,12.4,轻微
3065,2024-01-06 20:56:29.793187320,朝阳区,城市主干道,多车连环,雪天,1,0,17.5,83,13.8,18.4,一般
3066,2022-05-09 02:04:58.524060400,东城区,高速公路,侧碰,雨天,0,1,0.2,35,12.6,6.8,轻微
3067,2024-04-20 10:55:57.389946984,石景山区,城市主干道,刮擦,晴天,3,0,-6.8,32,14.2,7.7,轻微
3068,2025-07-15 06:36:52.475455544,石景山区,城市主干道,追尾,雪天,3,0,30.3,45,4.6,11.9,轻微
3069,2024-03-07 06:51:59.766184616,石景山区,城市次干道,单车事故,阴天,1,1,-2.5,57,2.5,15.7,轻微
3070,2024-02-23 20:59:48.533061304,丰台区,支路,追尾,阴天,2,0,12.5,67,6.0,2.0,轻微
3071,2025-05-14 18:24:25.040712072,朝阳区,城市次干道,多车连环,雨天,4,1,20.7,66,19.3,2.9,轻微
3072,2024-07-08 11:39:44.212629256,西城区,城市主干道,多车连环,雨天,2,0,3.5,37,4.2,0.5,一般
3073,2021-09-20 09:12:33.249532948,朝阳区,支路,侧碰,雪天,2,0,32.1,93,12.4,0.1,轻微
3074,2022-12-01 03:35:50.909298928,朝阳区,城市主干道,单车事故,雾天,0,1,3.5,49,8.6,3.2,轻微
3075,2023-02-08 07:47:00.576265624,石景山区,支路,单车事故,雾天,1,0,0.0,92,14.4,12.1,严重
3076,2023-09-12 10:13:19.694177416,石景山区,城市主干道,追尾,雪天,1,0,12.8,31,9.2,13.2,一般
3077,2021-08-06 20:22:56.471855180,西城区,城市次干道,多车连环,雪天,3,0,36.1,49,7.4,19.7,轻微
3078,2023-06-15 21:42:34.869694968,西城区,城市主干道,侧碰,雾天,2,1,18.7,77,10.3,0.9,一般
3079,2024-12-08 14:50:59.280136008,丰台区,城市次干道,多车连环,雪天,4,0,33.4,87,3.8,3.4,轻微
3080,2024-11-22 08:59:26.930901080,西城区,城市次干道,多车连环,雾天,2,1,-8.1,85,14.5,7.7,一般
3081,2025-03-17 17:25:39.568164808,西城区,城市主干道,单车事故,晴天,3,1,28.1,72,10.1,13.8,轻微
3082,2022-05-20 14:03:01.872395232,丰台区,城市主干道,刮擦,阴天,1,1,18.0,22,9.2,13.3,轻微
3083,2023-04-18 16:20:59.820190016,西城区,支路,刮擦,雪天,2,0,38.9,48,15.9,1.1,轻微
3084,2021-07-01 08:17:41.080316026,丰台区,城市次干道,侧碰,雪天,3,1,23.1,47,0.4,7.0,轻微
3085,2022-07-16 12:44:49.883196312,石景山区,城市次干道,刮擦,雾天,4,0,14.5,69,7.9,1.5,轻微
3086,2021-01-18 06:16:51.395347529,朝阳区,支路,多车连环,雾天,4,0,10.3,70,14.1,13.0,轻微
3087,2024-12-21 09:28:49.667174712,东城区,城市主干道,侧碰,雨天,2,1,14.9,56,12.6,1.3,一般
3088,2023-07-21 16:16:31.953403336,海淀区,城市次干道,侧碰,晴天,3,1,4.7,45,9.6,0.9,轻微
3089,2024-06-12 04:52:45.130721064,东城区,城市主干道,多车连环,雪天,4,0,1.6,47,0.9,3.0,轻微
3090,2021-06-15 11:11:47.884996494,丰台区,城市次干道,追尾,雪天,1,1,17.6,73,15.3,19.8,轻微
3091,2024-12-20 20:20:20.936301624,朝阳区,支路,单车事故,雪天,3,0,24.7,47,18.8,7.6,轻微
3092,2024-06-28 06:21:27.902998296,石景山区,支路,单车事故,雨天,4,1,26.0,46,14.3,12.0,轻微
3093,2022-09-20 18:50:46.318839880,石景山区,城市主干道,追尾,雪天,4,0,3.1,32,1.3,11.7,轻微
3094,2022-10-25 06:44:56.363844376,海淀区,城市次干道,侧碰,雨天,3,0,20.0,92,5.9,19.3,一般
3095,2022-06-15 07:41:32.223430336,东城区,支路,追尾,雨天,4,0,37.3,71,9.7,16.2,一般
3096,2022-07-25 02:37:40.000208016,朝阳区,城市主干道,刮擦,雨天,0,1,15.0,34,9.0,16.4,轻微
3097,2023-07-04 16:53:41.296337624,海淀区,城市主干道,多车连环,晴天,1,1,2.1,23,12.2,13.4,一般
3098,2021-09-11 10:34:03.978605856,西城区,城市主干道,追尾,雪天,3,1,19.9,32,7.4,19.1,轻微
3099,2025-03-24 11:30:13.915599560,海淀区,支路,刮擦,雪天,4,1,3.7,63,5.6,6.5,轻微
3100,2021-04-25 13:03:15.913799374,朝阳区,支路,刮擦,阴天,4,0,37.0,46,1.4,17.1,轻微
3101,2023-08-09 02:41:59.226130600,丰台区,高速公路,刮擦,雾天,2,1,-7.4,49,11.1,2.1,轻微
3102,2023-09-13 08:07:27.578965896,海淀区,城市主干道,多车连环,阴天,4,1,-3.1,53,0.8,7.6,轻微
3103,2022-10-16 03:43:37.515959592,东城区,支路,侧碰,雨天,0,0,9.9,27,13.4,3.5,轻微
3104,2024-07-31 07:13:01.332341224,海淀区,高速公路,追尾,雾天,3,1,31.9,40,1.4,18.4,轻微
3105,2025-08-20 01:10:49.559163896,西城区,城市次干道,侧碰,雪天,3,0,30.6,32,12.5,13.0,轻微
3106,2022-09-12 04:57:56.201828176,石景山区,高速公路,刮擦,雨天,1,0,28.6,34,8.9,13.4,轻微
3107,2021-09-21 07:06:41.134321428,石景山区,城市次干道,刮擦,阴天,0,0,26.8,39,15.5,7.3,轻微
